50.10;59.25;61.93;40.75;61.93
50.20;54.00;66.03;46.00;66.03
50.30;48.75;62.12;51.25;62.12
50.40;43.50;64.76;56.50;64.76
50.50;38.25;64.17;61.75;64.17
50.60;34.25;66.85;65.75;66.85
50.70;30.25;66.93;69.75;66.93
50.80;26.25;66.88;73.75;66.88
50.90;22.25;66.01;77.75;66.01
51.00;18.25;65.15;81.75;65.15
51.10;22.45;71.33;77.55;71.33
51.20;26.65;65.00;73.35;65.00
51.30;30.85;71.01;69.15;71.01
51.40;35.05;66.89;64.95;66.89
51.50;39.25;66.60;60.75;66.60
51.60;35.50;66.25;64.50;66.25
51.70;31.75;66.00;68.25;66.00
51.80;28.00;70.13;72.00;70.13
51.90;24.25;65.62;75.75;65.62
52.00;27.65;71.53;72.35;71.53
52.10;31.05;66.29;68.95;66.29
52.20;34.45;69.68;65.55;69.68
52.30;37.85;64.69;62.15;64.69
52.40;41.25;64.98;58.75;64.98
52.50;47.00;65.71;53.00;65.71
52.60;52.75;62.12;47.25;62.12
52.70;58.50;68.48;41.50;68.48
52.80;64.25;63.91;35.75;63.91
52.90;69.00;64.03;31.00;64.03
53.00;73.75;64.40;26.25;64.40
53.10;78.50;67.74;21.50;67.74
53.20;83.25;67.25;16.75;67.25
53.30;79.45;69.66;20.55;69.66
53.40;75.65;70.03;24.35;70.03
53.50;71.85;70.39;28.15;70.39
53.60;68.05;76.43;31.95;76.43
53.70;64.25;71.03;35.75;71.03
53.80;69.00;71.01;31.00;71.01
53.90;73.75;71.72;26.25;71.72
54.00;78.50;71.44;21.50;71.44
54.10;83.25;74.45;16.75;74.45
54.20;79.85;71.98;20.15;71.98
54.30;76.45;75.65;23.55;75.65
54.40;73.05;73.69;26.95;73.69
54.50;69.65;76.64;30.35;76.64
54.60;66.25;74.31;33.75;74.31
54.70;70.25;79.16;29.75;79.16
54.80;74.25;73.37;25.75;73.37
54.90;78.25;77.99;21.75;77.99
55.00;82.25;75.62;17.75;75.62
55.10;77.85;75.47;22.15;75.47
55.20;73.45;76.24;26.55;76.24
55.30;69.05;76.71;30.95;76.71
55.40;64.65;79.15;35.35;79.15
55.50;60.25;76.09;39.75;76.09
55.60;55.25;73.48;44.75;73.48
55.70;50.25;68.19;49.75;68.19
55.80;45.25;68.58;54.75;68.58
55.90;40.25;64.38;59.75;64.38
56.00;36.05;64.91;63.95;64.91
56.10;31.85;61.70;68.15;61.70
56.20;27.65;64.66;72.35;64.66
56.30;23.45;58.78;76.55;58.78
56.40;19.25;63.34;80.75;63.34
56.50;24.05;66.62;75.95;66.62
56.60;28.85;63.97;71.15;63.97
56.70;33.65;67.31;66.35;67.31
56.80;38.45;68.84;61.55;68.84
56.90;43.25;68.25;56.75;68.25
57.00;47.50;67.09;52.50;67.09
57.10;51.75;69.89;48.25;69.89
57.20;56.00;66.03;44.00;66.03
57.30;60.25;71.30;39.75;71.30
57.40;54.25;74.68;45.75;74.68
57.50;48.25;71.32;51.75;71.32
57.60;42.25;71.19;57.75;71.19
57.70;36.25;64.73;63.75;64.73
57.80;32.25;65.15;67.75;65.15
57.90;28.25;60.71;71.75;60.71
58.00;24.25;56.47;75.75;56.47
58.10;20.25;54.13;79.75;54.13
58.20;16.25;53.43;83.75;53.43
58.30;20.05;50.53;79.95;50.53
